params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.rtp_similarity_h_1,metrics.rtp_similarity_h_2,metrics.rtp_similarity_h_3,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_20,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.rtp_duration,metrics.nap_eval_duration,metrics.rtp_eval_duration,metrics.total_run_time,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
204856358341536816138399558242345199755_5,EnvPermit,1.0,21.0,1.0,26.6,0.8732458409439369,0.5507767890256725,0.8361419084831627,0.9750102070319848,0.9397509108341984,0.9066686451130078,0.8588680581142359,0.8387982629154402,0.8366959444031747,0.8362158315696238,0.0032868537456343825,0.17551964102312922,6.397063284995966,7.972815675591119,8.327722640393768,0.040062853402923794,13.563910778413993,855.2792476395844,0.0,8545.0
90372021516036984596462162893596876300_0,Helpdesk,0.0,3.0,16.8,1.0,0.8600557385618472,0.48502793426346236,0.9110564756927403,0.9682642949515836,0.9219755171369503,0.8920210110941265,0.8973411179066717,0.9110306712509448,0.9110540810567249,0.9110564756927403,0.0005393227749075875,0.4129952200000844,18.2273987690005,13.166340557600051,14.051407716400353,0.035027623399582805,3.5545766203998936,110.30887643179994,0.0,843.9661764705883
90372021516036984596462162893596876300_1,Helpdesk,0.0,5.0,16.8,1.0,0.16347516041378107,0.17932333704803605,0.6236750640429463,0.7648579364579627,0.6462032965803293,0.5860206846766257,0.6105796150096879,0.6234002517684079,0.623672669406931,0.6236750640429463,0.0005393227749075875,0.4129952200000844,18.2273987690005,13.412436135000098,13.421889898599693,0.03421125460008625,3.655885699000282,264.5278565909997,0.0,843.9661764705883
90372021516036984596462162893596876300_2,Helpdesk,0.0,7.0,16.8,1.0,0.323469660603091,0.34476393045471526,0.6588680181323369,0.8217108745061796,0.7144076526950827,0.6522836950121361,0.657578913593589,0.6588755490995573,0.6588680181323369,0.6588680181323369,0.0005393227749075875,0.4129952200000844,18.2273987690005,13.502733028600414,13.433193175400447,0.036167613599900506,3.8839954221999506,418.0034199345999,0.0,843.9661764705883
90372021516036984596462162893596876300_3,Helpdesk,0.0,11.0,16.8,1.0,0.8534725108415151,0.4814038674371477,0.8787404018378016,0.9663124233752833,0.8948339950526648,0.8439544357769307,0.8651545699951917,0.8787145973960063,0.8787380072017863,0.8787404018378016,0.0005393227749075875,0.4129952200000844,18.2273987690005,13.65111674660002,13.639046432200121,0.03553520280001976,3.8826273861996015,574.3285877892001,0.0,843.9661764705883
90372021516036984596462162893596876300_4,Helpdesk,0.0,17.0,16.8,1.0,0.8575510223651271,0.484698166285974,0.9094636282393038,0.9676937446793248,0.9210227798781055,0.8907363868115009,0.8955988377353867,0.9094378237975084,0.9094612336032885,0.9094636282393038,0.0005393227749075875,0.4129952200000844,18.2273987690005,13.498473788199771,13.656680983600381,0.03375475660031953,3.8265536050002993,729.8042167994005,0.0,843.9661764705883
90372021516036984596462162893596876300_5,Helpdesk,0.0,21.0,16.8,1.0,0.8574348558598027,0.4834059032156455,0.9094179913979265,0.9676591713146451,0.9209729942329666,0.8906810694280132,0.8955421374173117,0.909392186956131,0.9094155967619111,0.9094179913979265,0.0005393227749075875,0.4129952200000844,18.2273987690005,13.776471598400168,13.747087299199848,0.039341600799525624,3.8794734558003254,886.1265086256001,0.0,843.9661764705883
35272956436199758892858863380833564820_0,Helpdesk,0.025,3.0,16.8,1.0,0.8600557385618472,0.48502793426346236,0.9110564756927403,0.9682642949515836,0.9219755171369503,0.8920210110941265,0.8973411179066717,0.9110306712509448,0.9110540810567249,0.9110564756927403,0.0005393227749075875,0.28007085399985954,17.591659105000872,13.946296275799977,14.744722604799971,0.03593996400013566,4.3223109279995695,117.17780136780092,0.0,843.9661764705883
35272956436199758892858863380833564820_1,Helpdesk,0.025,5.0,16.8,1.0,0.16347516041378107,0.17932333704803605,0.6236750640429463,0.7648579364579627,0.6462032965803293,0.5860206846766257,0.6105796150096879,0.6234002517684079,0.623672669406931,0.6236750640429463,0.0005393227749075875,0.28007085399985954,17.591659105000872,14.110955476800154,14.013518471599673,0.036727352600428274,4.510590148800475,281.68573416520087,0.0,843.9661764705883
35272956436199758892858863380833564820_2,Helpdesk,0.025,7.0,16.8,1.0,0.323469660603091,0.34476393045471526,0.6588680181323369,0.8217108745061796,0.7144076526950827,0.6522836950121361,0.657578913593589,0.6588755490995573,0.6588680181323369,0.6588680181323369,0.0005393227749075875,0.28007085399985954,17.591659105000872,13.985640980000245,14.103280015600102,0.03431960619964229,4.645954255399556,445.56059774620115,0.0,843.9661764705883
35272956436199758892858863380833564820_3,Helpdesk,0.025,11.0,16.8,1.0,0.8534725108415151,0.4814038674371477,0.8787404018378016,0.9663124233752833,0.8948339950526648,0.8439544357769307,0.8651545699951917,0.8787145973960063,0.8787380072017863,0.8787404018378016,0.0005393227749075875,0.28007085399985954,17.591659105000872,13.99893995019993,14.10028048220047,0.03407730240032834,4.513326123799925,609.2658799080011,0.0,843.9661764705883
35272956436199758892858863380833564820_4,Helpdesk,0.025,17.0,16.8,1.0,0.8575510223651271,0.484698166285974,0.9094636282393038,0.9676937446793248,0.9210227798781055,0.8907363868115009,0.8955988377353867,0.9094378237975084,0.9094612336032885,0.9094636282393038,0.0005393227749075875,0.28007085399985954,17.591659105000872,14.278969722800685,14.277552378599648,0.03709721019913559,4.637181001399585,774.5158852686006,0.0,843.9661764705883
35272956436199758892858863380833564820_5,Helpdesk,0.025,21.0,16.8,1.0,0.8574348558598027,0.4834059032156455,0.9094179913979265,0.9676591713146451,0.9209729942329666,0.8906810694280132,0.8955421374173117,0.909392186956131,0.9094155967619111,0.9094179913979265,0.0005393227749075875,0.28007085399985954,17.591659105000872,17.410041445200477,16.688831296600256,0.036835469200013904,4.459272970401071,957.955467307401,0.0,843.9661764705883
332144213321094767887885453536911277699_0,Helpdesk,0.1,3.0,8.8,2.0,0.8608617364980156,0.495085378375588,0.9114394579633182,0.9684662939294532,0.922321509557672,0.892480140881025,0.897704967949443,0.9114136535215229,0.9114370633273028,0.9114394579633182,0.0005393227749075875,0.28753231199880247,17.724185305996798,14.50105501660073,15.278382107199286,0.034856446200865324,4.576149191800505,118.49715735179925,0.0,1550.5472222222222
332144213321094767887885453536911277699_1,Helpdesk,0.1,5.0,8.8,2.0,0.1953815310800993,0.18703102904361102,0.6129133462857261,0.795797151820702,0.672758967226841,0.59176515620295,0.6030292694076123,0.6125731581282808,0.6129109516497108,0.6129133462857261,0.0005393227749075875,0.28753231199880247,17.724185305996798,16.597161444399536,16.9149655283989,0.03425731280003674,4.678935845000524,302.07988534999896,0.0,1550.5472222222222
332144213321094767887885453536911277699_2,Helpdesk,0.1,7.0,8.8,2.0,0.2902113807882548,0.3313380708734169,0.6448002743293773,0.8115523705962178,0.6947259557549865,0.639446035326564,0.6431274524887991,0.6448204857216233,0.6448002743293773,0.6448002743293773,0.0005393227749075875,0.28753231199880247,17.724185305996798,16.378915597200102,16.273784970601263,0.03845808820042294,4.790405296198879,497.0407937315984,0.0,1550.5472222222222
332144213321094767887885453536911277699_3,Helpdesk,0.1,11.0,8.8,2.0,0.8377310915075704,0.4834769247941635,0.8703075836614398,0.9593867482516494,0.8870252708965344,0.8359308489865611,0.8570474882034762,0.8702817792196443,0.8703051890254244,0.8703075836614398,0.0005393227749075875,0.28753231199880247,17.724185305996798,17.514042191198676,17.857978545800144,0.03440185500076041,4.721365673999389,690.2260146525994,0.0,1550.5472222222222
332144213321094767887885453536911277699_4,Helpdesk,0.1,17.0,8.8,2.0,0.8567425070476297,0.49298524549991124,0.9089473104937916,0.9675024505618076,0.9207571143299853,0.890425167954553,0.8950539315061949,0.9089215060519962,0.9089449158577763,0.9089473104937916,0.0005393227749075875,0.28753231199880247,17.724185305996798,16.27515386399973,16.256463264000196,0.03569903120078379,4.716267337999307,880.8944789799978,0.0,1550.5472222222222
332144213321094767887885453536911277699_5,Helpdesk,0.1,21.0,8.8,2.0,0.8568566776565802,0.49181423241319583,0.909041338138611,0.9675148520338845,0.9207691458820577,0.890459236746673,0.8951594376943197,0.9090155336968155,0.9090389435025956,0.909041338138611,0.0005393227749075875,0.28753231199880247,17.724185305996798,16.04195027559981,15.78500669099958,0.03856867499998771,4.609864467199804,1066.4901721733986,0.0,1550.5472222222222
225942117112506945418170143121865464859_0,Helpdesk,0.2,3.0,4.8,4.0,0.8610147110389981,0.4939894693540713,0.9115671914912585,0.9685068184820957,0.9224075941900824,0.8926136020876292,0.89783451554074,0.9115413870494633,0.9115647968552434,0.9115671914912585,0.0005393227749075875,0.28580390899878694,17.89907001100073,13.816383193200455,14.707578735800052,0.035896681399754014,4.485569114999817,117.12827941459982,0.0,2781.77
225942117112506945418170143121865464859_1,Helpdesk,0.2,5.0,4.8,4.0,0.16473106221090267,0.17807467124695045,0.5959503231506441,0.7940694742242818,0.673515195274571,0.5933136722351106,0.6010218219740283,0.5958158084829865,0.5959479285146289,0.5959503231506441,0.0005393227749075875,0.28580390899878694,17.89907001100073,13.816107616999943,13.826284364200546,0.03559284059956554,4.57993599620022,281.10783088119933,0.0,2781.77
225942117112506945418170143121865464859_2,Helpdesk,0.2,7.0,4.8,4.0,0.3194100144317514,0.3489587524709297,0.6154897255724944,0.8584469723048296,0.7290228640159523,0.6471743305237457,0.6249808900336249,0.6161195312037044,0.615564973269601,0.6154897255724944,0.0005393227749075875,0.28580390899878694,17.89907001100073,13.545972038600302,13.570859431400459,0.03613328939973144,4.556756141599908,440.31777878639986,0.0,2781.77
225942117112506945418170143121865464859_3,Helpdesk,0.2,11.0,4.8,4.0,0.8086907761777555,0.4690875797469379,0.8531841178055897,0.95128402893816,0.8724448576720756,0.8168839143189641,0.8405337563261878,0.8531265658312265,0.8531817231695744,0.8531841178055897,0.0005393227749075875,0.28580390899878694,17.89907001100073,13.961673350400815,13.78803107440108,0.03684890740114497,4.4429868087994695,601.3445243199997,0.0,2781.77
225942117112506945418170143121865464859_4,Helpdesk,0.2,17.0,4.8,4.0,0.8558941788449754,0.493718146691646,0.9084389418112397,0.9673468180024344,0.92037410841174,0.8898974909385581,0.8945857145922826,0.9084131373694444,0.9084365471752245,0.9084389418112397,0.0005393227749075875,0.28580390899878694,17.89907001100073,13.796103171999857,13.73443575860001,0.03632159779954236,4.469224504399608,762.070211319199,0.0,2781.77
225942117112506945418170143121865464859_5,Helpdesk,0.2,21.0,4.8,4.0,0.8560091654383186,0.49377584587145706,0.908515599540135,0.9673659824346583,0.9204124372761877,0.8899549842352297,0.8946815367534018,0.9084897950983398,0.9085132049041199,0.908515599540135,0.0005393227749075875,0.28580390899878694,17.89907001100073,13.932496906598681,14.08898085960027,0.03563349980104249,4.4194568401995635,923.5435699123991,0.0,2781.77
49805007222848703756168446049474580591_0,Helpdesk,0.5,3.0,2.0,9.0,0.8588236021867136,0.5028962448879881,0.9110530950265551,0.9680465068783428,0.9215638110134028,0.8917264236916825,0.8973269079476214,0.9110272905847598,0.9110507003905397,0.9110530950265551,0.0005393227749075875,0.3058301950004534,18.887371284999972,13.893648474599468,14.705636678199516,0.03798250780091621,4.815752587400493,119.55611977399822,0.0,6509.6
49805007222848703756168446049474580591_1,Helpdesk,0.5,5.0,2.0,9.0,0.21309324585212322,0.2022016495578846,0.6353723836663925,0.8311984393471163,0.7067098741727804,0.6110877333849407,0.6304492549955326,0.6353479227842124,0.6353699890303772,0.6353723836663925,0.0005393227749075875,0.3058301950004534,18.887371284999972,14.2069736241996,14.143532911000511,0.03695415960100945,4.843612287199358,286.69019545699774,0.0,6509.6
49805007222848703756168446049474580591_2,Helpdesk,0.5,7.0,2.0,9.0,0.21586351737297155,0.3099963841386807,0.5567903255113155,0.8203251156516493,0.6744680473411796,0.5736108899591261,0.5561416815421463,0.5568732830612159,0.5567903255113155,0.5567903255113155,0.0005393227749075875,0.3058301950004534,18.887371284999972,13.994001623999793,13.907703530399157,0.03518414519930957,4.8388127690006515,451.5547062127989,0.0,6509.6
49805007222848703756168446049474580591_3,Helpdesk,0.5,11.0,2.0,9.0,0.8055431332875284,0.4668744415168085,0.8525526869034052,0.9496488974238055,0.8713623860651942,0.8160330086958958,0.8395219000005107,0.8525268824616099,0.8525502922673901,0.8525526869034052,0.0005393227749075875,0.3058301950004534,18.887371284999972,14.007144611200056,14.112535298200964,0.035098219001520194,4.804623823999282,616.4573520211991,0.0,6509.6
49805007222848703756168446049474580591_4,Helpdesk,0.5,17.0,2.0,9.0,0.8558948873288499,0.49380464579977124,0.908723433005125,0.9673166893006554,0.9204515515685481,0.8900792001684451,0.8949008919189382,0.9086976285633298,0.9087210383691098,0.908723433005125,0.0005393227749075875,0.3058301950004534,18.887371284999972,14.14468676079996,14.208886209800403,0.03620959640029468,4.824817036600143,782.1009487561984,0.0,6509.6
49805007222848703756168446049474580591_5,Helpdesk,0.5,21.0,2.0,9.0,0.8558948873288499,0.49380498870629264,0.9087271037738759,0.9673042086869028,0.9204342989554195,0.8900677290160989,0.8949036449955011,0.9087012993320804,0.9087247091378605,0.9087271037738759,0.0005393227749075875,0.3058301950004534,18.887371284999972,14.561655573199095,14.30137290040002,0.03708079280113452,4.789483734600071,949.8721075421993,0.0,6509.6
307905324915413053129504238243274480482_0,Helpdesk,1.0,3.0,1.0,17.8,0.8585940951867747,0.5026506409380903,0.9109899995044486,0.9679910363857323,0.9214432342602106,0.8915982219089944,0.8972638124255148,0.9109641950626532,0.9109876048684333,0.9109899995044486,0.0005393227749075875,0.2958734669991827,19.001816981999582,13.990492914800416,14.772625358799996,0.035087702600139895,4.928594233199692,120.72794904019902,0.0,12817.0
307905324915413053129504238243274480482_1,Helpdesk,1.0,5.0,1.0,17.8,0.21221256146302303,0.2025084563383126,0.6188120615026926,0.835796766230659,0.7167518559139773,0.626494884359877,0.6525599440511193,0.6439488140369326,0.6250932238714819,0.6188120615026926,0.0005393227749075875,0.2958734669991827,19.001816981999582,17.13987044299938,16.99073578779935,0.03528882400059956,4.947146414600866,303.20942349479884,0.0,12817.0
307905324915413053129504238243274480482_2,Helpdesk,1.0,7.0,1.0,17.8,0.21228682002952226,0.3148178728641593,0.5559906329240841,0.8174561839474996,0.6725597122986879,0.5727337018789186,0.561103614906801,0.5562291854838037,0.5559825658056589,0.5559906329240841,0.0005393227749075875,0.2958734669991827,19.001816981999582,17.102043467600016,16.940824299400266,0.037819712199416246,5.023247280400392,499.0503700325986,0.0,12817.0
307905324915413053129504238243274480482_3,Helpdesk,1.0,11.0,1.0,17.8,0.8040038637207123,0.4698318849008311,0.8505647076353563,0.9495335246020746,0.8708583823429967,0.8151304310509906,0.8387645113797257,0.8506299392820914,0.8505623129993409,0.8505647076353563,0.0005393227749075875,0.2958734669991827,19.001816981999582,16.775244330200803,16.64761970160034,0.03572967660074937,4.951269360399602,697.2062942273988,0.0,12817.0
307905324915413053129504238243274480482_4,Helpdesk,1.0,17.0,1.0,17.8,0.8528882070616177,0.493730375964675,0.9071391539555533,0.9659957985214941,0.9189877970159193,0.8885450015084346,0.8933305542154752,0.9071133495137579,0.907136759319538,0.9071391539555533,0.0005393227749075875,0.2958734669991827,19.001816981999582,16.74863953460008,16.665155035800126,0.03627266099938424,5.0474095573998055,887.8007639837997,0.0,12817.0
307905324915413053129504238243274480482_5,Helpdesk,1.0,21.0,1.0,17.8,0.854814667747031,0.4946879698269161,0.9081127629704838,0.9668892498434737,0.9199195920226538,0.8895080533224895,0.8942516647080861,0.9080869585286886,0.9081103683344685,0.9081127629704838,0.0005393227749075875,0.2958734669991827,19.001816981999582,16.50886718900001,16.456702091199986,0.037586528401152466,4.996119327199267,1079.5515733133993,0.0,12817.0
252336560693540533935881068298825202077_0,Nasa,0.0,3.0,51.6,1.0,0.8745410750020776,0.7890606630937979,0.46194144211443444,0.9870733615860219,0.9673200870501054,0.9425168988043516,0.8822705974586944,0.7393923809959517,0.6399078038164525,0.5659836440334831,0.00023675338665766774,1.1869085080106743,45.03819490701426,54.60776838180609,78.78293514756952,0.05396970261353999,20.36513761340175,507.7273454923881,0.0,3317.825230769231
252336560693540533935881068298825202077_1,Nasa,0.0,5.0,51.6,1.0,0.8877871470371552,0.8045985602320064,0.47888076082174547,0.9911504823188066,0.9748581470479948,0.9525142955013504,0.8959506509392506,0.7558894684381461,0.6571105022929142,0.5832542735807827,0.00023675338665766774,1.1869085080106743,45.03819490701426,55.863120481581426,71.64705442182021,0.05637492161476985,20.725677300593816,1260.6221863583894,0.0,3317.825230769231
252336560693540533935881068298825202077_2,Nasa,0.0,7.0,51.6,1.0,0.8855597978504633,0.8072839834521591,0.47656266175721546,0.9913092142851072,0.9753618195397807,0.9542719742066079,0.8998897469316842,0.764793075384883,0.6702640477990858,0.6004900854603533,0.00023675338665766774,1.1869085080106743,45.03819490701426,55.47591767100384,72.1799070197856,0.05503573098685592,20.694066120602656,1998.226381225395,0.0,3317.825230769231
252336560693540533935881068298825202077_3,Nasa,0.0,11.0,51.6,1.0,0.8617268562075291,0.8004022794669069,0.4720699190458416,0.9903674587376639,0.9733963342230367,0.9505931403065988,0.8922026518413055,0.7425238803184465,0.6352501567224347,0.5609751764870419,0.00023675338665766774,1.1869085080106743,45.03819490701426,55.70695194378495,64.16446402980947,0.054826423211488874,20.206817033991683,2728.0727515637873,0.0,3317.825230769231
252336560693540533935881068298825202077_4,Nasa,0.0,17.0,51.6,1.0,0.890833032084845,0.8127682455997742,0.47326352196497823,0.9920307249396642,0.9767462886643645,0.9558854407234858,0.9003728893471799,0.7583041870944052,0.655620886136419,0.5792473392756442,0.00023675338665766774,1.1869085080106743,45.03819490701426,55.88498580879532,59.19435429159785,0.0526054242043756,20.259743800805882,3406.485124865407,0.0,3317.825230769231
252336560693540533935881068298825202077_5,Nasa,0.0,21.0,51.6,1.0,0.8894872232312171,0.8154936409233683,0.47467765405372353,0.9921146464525747,0.9767078450063721,0.9557936918624927,0.902162174373287,0.7648053744298897,0.6640811250540087,0.5884602074624871,0.00023675338665766774,1.1869085080106743,45.03819490701426,56.19585845880211,59.15442299679853,0.05522364298813045,20.30328053639969,4086.800592075405,0.0,3317.825230769231
47482295457342411543800303662309855831_0,Nasa,0.025,3.0,25.8,2.0,0.8742657460082824,0.7878397623207232,0.46201755541526507,0.9870313060880458,0.9672493728060576,0.9424186849531772,0.882124704695828,0.7394683675779432,0.6400731085074369,0.5660991758725736,0.00023675338665766774,1.2395050849881954,59.548940351989586,54.209515627182554,78.08425454401876,0.05563983499305323,19.846488327195402,518.4114386223955,0.0,6617.004923076924
47482295457342411543800303662309855831_1,Nasa,0.025,5.0,25.8,2.0,0.8886163429031505,0.8060355487772568,0.48027109523304307,0.9912884580299851,0.9751372962859526,0.9529960894197951,0.8967738405412721,0.7567023690854249,0.6580293812807396,0.5841502257867686,0.00023675338665766774,1.2395050849881954,59.548940351989586,56.15591679778881,68.45550508319866,0.05543166579445824,20.756118773005436,1259.336972654576,0.0,6617.004923076924
47482295457342411543800303662309855831_2,Nasa,0.025,7.0,25.8,2.0,0.8859365852787219,0.8088766626750072,0.47770546420191035,0.991319142336558,0.9752832647793082,0.9539718009508802,0.8990776775028884,0.7630523695489423,0.6688513546077328,0.6005356092931532,0.00023675338665766774,1.2395050849881954,59.548940351989586,55.33308854839997,64.864041078405,0.05396283039590344,20.166719006001948,1972.332840288384,0.0,6617.004923076924
47482295457342411543800303662309855831_3,Nasa,0.025,11.0,25.8,2.0,0.8612567480175348,0.7996211136346147,0.4717701203399821,0.990377809539161,0.9733995341608098,0.9505698724023709,0.8922185829436229,0.7424819399520054,0.6350730164877474,0.5604550886602965,0.00023675338665766774,1.2395050849881954,59.548940351989586,54.73844503380824,59.71006108620204,0.05665181279182434,20.1004492233973,2655.021758770186,0.0,6617.004923076924
47482295457342411543800303662309855831_4,Nasa,0.025,17.0,25.8,2.0,0.8910684566411723,0.8137140691807018,0.47183469552962887,0.9920593250439644,0.9768005686216835,0.9559823539802986,0.9006599465240377,0.7594758236731138,0.6576774887647068,0.5816852229521517,0.00023675338665766774,1.2395050849881954,59.548940351989586,56.00309446379542,65.69423517319373,0.05618914319202304,20.81566794659011,3346.5426212479824,0.0,6617.004923076924
47482295457342411543800303662309855831_5,Nasa,0.025,21.0,25.8,2.0,0.8894850915990317,0.8158475253812677,0.47333471865250115,0.9921044076704517,0.9766906246002168,0.9557746680847352,0.9022303588176591,0.7657598435963615,0.6654920413502488,0.5902638448622444,0.00023675338665766774,1.2395050849881954,59.548940351989586,56.71191801838577,62.95170856219484,0.05440271442057565,20.771697432803922,4067.7386410889912,0.0,6617.004923076924
252036172554514852379917073716435574953_0,Nasa,0.1,3.0,9.0,6.0,0.8735843886869121,0.7867520102008456,0.45569144532782746,0.9870778896098032,0.9671541468201784,0.9420114324218085,0.8809916429332556,0.7344456918554048,0.6308006708969692,0.5554923690040725,0.00023675338665766774,1.2024982230504975,91.73618882498704,50.361950787808745,74.35209709620104,0.0544768386054784,18.833452322985977,526.8939494922058,0.0,16444.155555555557
252036172554514852379917073716435574953_1,Nasa,0.1,5.0,9.0,6.0,0.8881276752410644,0.8048527667656915,0.4784422215576221,0.9914185989687336,0.9754282360422376,0.9534779933986515,0.8976923694055076,0.7563028513636537,0.6539784812568288,0.5783132921995515,0.00023675338665766774,1.2024982230504975,91.73618882498704,50.38233460361371,66.43552819921169,0.05651718539884314,17.892100988596212,1211.7668463689974,0.0,16444.155555555557
252036172554514852379917073716435574953_2,Nasa,0.1,7.0,9.0,6.0,0.8859399349165431,0.8083396859351545,0.47696827026569144,0.9916356123538987,0.976126013109619,0.9555810490285698,0.9021979990351021,0.7680456518288831,0.6726483837823655,0.6062997527235365,0.00023675338665766774,1.2024982230504975,91.73618882498704,50.22854663738981,59.68142955020303,0.058394977007992566,17.843736208579504,1870.6946540239965,0.0,16444.155555555557
252036172554514852379917073716435574953_3,Nasa,0.1,11.0,9.0,6.0,0.8620946099553958,0.8002112213983033,0.47673189018551404,0.9908428641671719,0.9741996162727833,0.9515952736298139,0.8939185434501276,0.7483597434669533,0.6453646629142439,0.5704907159863806,0.00023675338665766774,1.2024982230504975,91.73618882498704,49.44928860258078,55.84474094922189,0.0571671296027489,17.950948742183392,2496.1624265612104,0.0,16444.155555555557
252036172554514852379917073716435574953_4,Nasa,0.1,17.0,9.0,6.0,0.8915406603644811,0.8127792883911111,0.4777787232106291,0.9921728371241075,0.9767697721582767,0.9555941185949074,0.8993201227809534,0.7553936569660976,0.6529236167815882,0.5778221601599426,0.00023675338665766774,1.2024982230504975,91.73618882498704,50.53061567919794,52.97677318680799,0.05472424681065604,17.819098166376353,3106.6976468699986,0.0,16444.155555555557
252036172554514852379917073716435574953_5,Nasa,0.1,21.0,9.0,6.0,0.8906772591996054,0.816142642094085,0.47719679192901243,0.9923050989872241,0.9767885700901286,0.9557736074981331,0.9016934905942152,0.7639545383621201,0.6654539205384065,0.5913453583861721,0.00023675338665766774,1.2024982230504975,91.73618882498704,50.54570793061284,53.32387765039457,0.054935830587055534,17.737604266183915,3715.464961247414,0.0,16444.155555555557
200934189435493509245876840523779924304_0,Nasa,0.2,3.0,5.0,11.0,0.8711060044142893,0.7827935009921101,0.4720729572269363,0.986139723868218,0.964483976551205,0.9370570428525081,0.8699184784521702,0.7062171231425615,0.5899243815609359,0.5222772987293857,0.00023675338665766774,1.1892824840033427,138.757468168973,50.02351477517514,68.84433513040422,0.056315220822580156,18.675727156398352,552.7775944635971,0.0,27688.6
200934189435493509245876840523779924304_1,Nasa,0.2,5.0,5.0,11.0,0.8829425747340306,0.7973085891547169,0.48866260852826066,0.9904577227037248,0.9730600354254012,0.9490723359597746,0.8882556051897765,0.7298099836703416,0.6111746135677089,0.5394569026009168,0.00023675338665766774,1.1892824840033427,138.757468168973,49.411834057210946,60.919227764604145,0.07343760898802429,18.72033075260697,1216.6642768344027,0.0,27688.6
200934189435493509245876840523779924304_2,Nasa,0.2,7.0,5.0,11.0,0.8766333724743287,0.7965652491620998,0.47054961831315206,0.9907061816939585,0.9743986937739887,0.9530943574292141,0.898839177847457,0.7632383059033602,0.6666990862531712,0.6015437988820981,0.00023675338665766774,1.1892824840033427,138.757468168973,49.11792476220289,60.096071523195135,0.05636850778246298,19.685216852789743,1861.6357649412007,0.0,27688.6
200934189435493509245876840523779924304_3,Nasa,0.2,11.0,5.0,11.0,0.8616215948209686,0.799920927619876,0.4815168097564276,0.9905682357552335,0.9739109696553923,0.951384302358899,0.893608572797634,0.7479143888929874,0.6464929563643204,0.5739524006993056,0.00023675338665766774,1.1892824840033427,138.757468168973,49.93081413418986,54.796632685803345,0.055446214822586624,19.588124882010742,2492.114264130406,0.0,27688.6
200934189435493509245876840523779924304_4,Nasa,0.2,17.0,5.0,11.0,0.8903054880803829,0.8127655069368821,0.4760499777655401,0.9920251288788113,0.976380708446311,0.9553115277915364,0.8991495715231013,0.7562256689624637,0.6530593177467081,0.5770957785127917,0.00023675338665766774,1.1892824840033427,138.757468168973,49.86128991460428,59.81052124518901,0.05664965760661289,19.556426443206146,3125.7423573946116,0.0,27688.6
200934189435493509245876840523779924304_5,Nasa,0.2,21.0,5.0,11.0,0.8882351925990744,0.8141890711516512,0.4787403131213351,0.9918393977259333,0.9761089974616677,0.9549056636361868,0.9003642985767197,0.7597420071650995,0.656932147125327,0.5805996914754219,0.00023675338665766774,1.1892824840033427,138.757468168973,55.51852070922032,62.797216740006114,0.055364121403545144,19.73025254441891,3799.447180828999,0.0,27688.6
31882839497307630496007576300860674457_0,Nasa,0.5,3.0,2.0,26.8,0.8691938021785139,0.7780589171599221,0.4656527087951588,0.9870403443660255,0.9672959851119192,0.9429394393201193,0.8836808815045558,0.7399896635158824,0.6375200987448084,0.5657896579814281,0.00023675338665766774,1.2270640740171075,207.31120100599946,48.28561417459277,71.47872122979024,0.056832781399134544,18.839316233200954,626.1682958939695,0.0,65402.7
31882839497307630496007576300860674457_1,Nasa,0.5,5.0,2.0,26.8,0.8831471895915579,0.7955039369317943,0.4797170810052688,0.9911698559125084,0.9748525096235283,0.9525713495947314,0.8962989516637366,0.7553326527078934,0.6528235458905016,0.5807464175971753,0.00023675338665766774,1.2270640740171075,207.31120100599946,48.11184680300066,63.684498643199916,0.055743449402507396,19.102277233998755,1295.1831313973876,0.0,65402.7
31882839497307630496007576300860674457_2,Nasa,0.5,7.0,2.0,26.8,0.8805570701222013,0.799190583033996,0.46440502796640015,0.9916374444603134,0.9763788449341112,0.9564287049911062,0.9049442821532567,0.7709042741347429,0.666074959372377,0.5897745757784486,0.00023675338665766774,1.2270640740171075,207.31120100599946,48.48279036479071,58.56913224040763,0.0547968898084946,19.13416969580576,1937.2075084547862,0.0,65402.7
31882839497307630496007576300860674457_3,Nasa,0.5,11.0,2.0,26.8,0.8612918709847108,0.7984322292065469,0.48001143969527227,0.9908710563541667,0.9744671147206686,0.9523196329192544,0.8958823674733661,0.7537434368895081,0.6529188072179645,0.5763432447312798,0.00023675338665766774,1.2270640740171075,207.31120100599946,48.84794770879671,54.35567676140927,0.06020994340069592,19.22317440259503,2558.2247261413954,0.0,65402.7
31882839497307630496007576300860674457_4,Nasa,0.5,17.0,2.0,26.8,0.8906732903259245,0.8122870182141018,0.4789860140229977,0.9920113852025361,0.9763113881640331,0.9549848906046778,0.8987180442183625,0.7563378748623583,0.6569954272959888,0.5828963086500398,0.00023675338665766774,1.2270640740171075,207.31120100599946,48.347527419810646,52.32958044580882,0.0552365510025993,18.835609628993552,3161.9131553859684,0.0,65402.7
